month,sell_date,expiry,side,spot,strike,settle,eth_move,iv,premium_pct,size_eth,notional,size_x,premium,payoff,pnl,cum_pnl,deficit_after,worst_intramonth_loss
2024-09,2024-08-30,2024-09-27,CALL,2523.9200,2500,2660.1900,0.0540,0.5991,0.0707,3.9621,10000.0000,1.0000,696.4856,636.2683,60.2173,2988.1559,2482.4766,140.9763
2024-10,2024-09-27,2024-10-25,PUT,2660.1900,2700,2474.2900,-0.0699,0.5614,0.0702,3.7591,10000.0000,1.0000,691.9233,849.8684,-157.9451,2830.2107,2640.4218,898.4245
2024-11,2024-10-25,2024-11-29,CALL,2474.2900,2500,3548.8700,0.4343,0.5960,0.0688,4.0416,10000.0000,1.0000,678.3766,4241.2261,-3562.8495,-732.6388,6203.2713,4135.7317
2024-12,2024-11-29,2024-12-27,PUT,3548.8700,3500,3334.3200,-0.0605,0.6788,0.0677,2.8178,10000.0000,1.0000,667.1740,468.2621,198.9118,-533.7269,6004.3594,527.9254
2025-01,2024-12-27,2025-01-31,CALL,3334.3200,3300,3251.2400,-0.0249,0.7050,0.0917,2.9991,10000.0000,1.0000,905.0578,0.0000,905.0578,371.3309,5099.3016,707.9415
2025-02,2025-01-31,2025-02-28,CALL,3251.2400,3300,2102.3600,-0.3534,0.6214,0.0619,3.0757,10000.0000,1.0000,609.3163,0.0000,609.3163,980.6472,4489.9853,354.8546
2025-03,2025-02-28,2025-03-28,CALL,2102.3600,2100,1910.3100,-0.0913,0.7227,0.0802,4.7566,10000.0000,1.0000,791.3157,0.0000,791.3157,1771.9629,3698.6696,1489.5085
2025-04,2025-03-28,2025-04-25,CALL,1910.3100,1900,1773.7000,-0.0715,0.6271,0.0717,5.2348,10000.0000,1.0000,707.3210,0.0000,707.3210,2479.2839,2991.3486,118.3278
2025-05,2025-04-25,2025-05-30,CALL,1773.7000,1800,2626.7200,0.4809,0.6709,0.0761,5.6379,10000.0000,1.0000,750.8481,4663.2125,-3912.3644,-1433.0805,6903.7130,4830.4227
2025-06,2025-05-30,2025-06-27,PUT,2626.7200,2600,2441.9800,-0.0703,0.6935,0.0711,3.8070,10000.0000,1.0000,701.3678,602.9813,98.3865,-1334.6940,6805.3265,1155.5090
2025-07,2025-06-27,2025-07-25,CALL,2441.9800,2400,3619.6600,0.4823,0.6425,0.0792,4.0950,10000.0000,1.0000,781.3130,4996.7770,-4215.4640,-5550.1580,11020.7905,5206.4510
2025-08,2025-07-25,2025-08-29,PUT,3619.6600,3600,4389.2600,0.2126,0.6623,0.0788,2.7627,10000.0000,1.0000,776.8499,0.0000,776.8499,-4773.3081,10243.9406,331.0833
2025-09,2025-08-29,2025-09-26,PUT,4389.2600,4400,3920.8700,-0.1067,0.6937,0.0779,2.2783,10000.0000,1.0000,767.8279,1092.9362,-325.1083,-5098.4164,10569.0489,552.2123
2025-10,2025-09-26,2025-10-31,CALL,3920.8700,3900,3829.7900,-0.0232,0.6162,0.0785,2.5505,10000.0000,1.0000,774.1198,0.0000,774.1198,-4324.2966,9794.9291,1510.1875
2025-11,2025-10-31,2025-11-28,CALL,3829.7900,3800,3009.8600,-0.2141,0.6599,0.0765,2.6111,10000.0000,1.0000,754.2149,0.0000,754.2149,-3570.0818,9040.7142,140.6083
2025-12,2025-11-28,2025-12-26,CALL,3009.8600,3000,2965.1600,-0.0149,0.6809,0.0767,3.3224,10000.0000,1.0000,755.8441,0.0000,755.8441,-2814.2376,8284.8701,873.4777
2026-01,2025-12-26,2026-01-30,CALL,2965.1600,3000,2731.3100,-0.0789,0.6078,0.0697,3.3725,10000.0000,1.0000,686.8871,0.0000,686.8871,-2127.3505,7597.9830,775.8007
2026-02,2026-01-30,2026-02-27,CALL,2731.3100,2700,2028.8000,-0.2572,0.5669,0.0681,3.6612,10000.0000,1.0000,671.3451,0.0000,671.3451,-1456.0054,6926.6379,106.5189
2026-03,2026-02-27,2026-03-27,CALL,2028.8000,2050,2066.8900,0.0188,0.6597,0.0681,4.9290,10000.0000,1.0000,670.9071,84.7793,586.1277,-869.8777,6340.5102,1067.7986
2026-04,2026-03-27,2026-04-24,PUT,2066.8900,2050,2313.8600,0.1195,0.7018,0.0731,4.8382,10000.0000,1.0000,720.5888,0.0000,720.5888,-149.2889,5619.9214,346.4797
2026-05,2026-04-24,2026-05-29,PUT,2313.8600,2300,2004.0300,-0.1339,0.5980,0.0706,4.3218,10000.0000,1.0000,695.9262,1280.4172,-584.4910,-733.7799,6204.4124,754.0319
2026-06,2026-05-29,2026-06-26,CALL,2004.0300,2000,1579.7000,-0.2117,0.4569,0.0514,4.9899,10000.0000,1.0000,505.9304,0.0000,505.9304,-227.8495,5698.4820,154.1433
2026-07,2026-06-26,2026-07-31,CALL,1579.7000,1600,1886.9700,0.1945,0.5806,0.0658,6.3303,10000.0000,1.0000,648.8694,1818.4025,-1169.5331,-1397.3826,6868.0151,1756.6562
2026-08,2026-07-31,2026-08-28,PUT,1886.9700,1900,2496.7500,0.3232,0.4736,0.0560,5.2995,10000.0000,1.0000,551.3822,0.0000,551.3822,-846.0004,6316.6329,225.1591
2026-09,2026-08-28,2026-09-25,PUT,2496.7500,2500,2671.4100,0.0700,0.5161,0.0577,4.0052,10000.0000,1.0000,567.8610,0.0000,567.8610,-278.1394,5748.7718,273.3646
