month,sell_date,expiry,spot,settle,eth_move,prev_move,prev_low,prev_high,iv,side,strike,premium_pct,size_eth,notional,size_x,premium,payoff,option_pnl,hedge_fills,hedge_pnl,pnl,cum_pnl,deficit_after,worst_intramonth_loss
2023-12,2023-11-24,2023-12-29,2073.5900,2344.9000,0.1308,0.1628,1744.5500,2139.1000,0.4967,PUT,2100,0.0683,4.8226,10000.0000,1.0000,672.9079,0.0000,672.9079,0,0.0000,672.9079,5608.4011,0.0000,224.4254
2024-01,2023-12-29,2024-01-26,2344.9000,2201.4400,-0.0612,0.1308,1986.1000,2451.6500,0.6229,PUT,2350,0.0699,4.2646,10000.0000,1.0000,689.0519,634.9534,54.0985,0,0.0000,54.0985,5662.4996,0.0000,833.5074
2024-02,2024-01-26,2024-02-23,2201.4400,2933.2600,0.3324,-0.0612,2034.8000,2719.1500,0.4098,PUT,2200,0.0449,4.5425,10000.0000,1.0000,441.6084,0.0000,441.6084,0,0.0000,441.6084,6104.1079,0.0000,65.0775
2024-03,2024-02-23,2024-03-29,2933.2600,3535.7200,0.2054,0.3324,2195.1000,3037.9000,0.5539,PUT,2900,0.0624,3.4092,10000.0000,1.0000,615.0588,0.0000,615.0588,0,0.0000,615.0588,6719.1668,0.0000,88.8996
2024-04,2024-03-29,2024-04-26,3535.7200,3137.4600,-0.1126,0.2054,2906.1500,4097.0000,0.7352,PUT,3550,0.0833,2.8283,10000.0000,1.0000,821.6187,1168.1090,-346.4903,0,0.0000,-346.4903,6372.6765,346.4903,1331.9042
2024-05,2024-04-26,2024-05-31,3137.4600,3731.9700,0.1895,-0.1126,2801.0000,3730.0000,0.6048,PUT,3100,0.0683,4.8267,15143.4243,1.5143,1020.1471,0.0000,1020.1471,0,0.0000,1020.1471,7392.8236,0.0000,943.1645
2024-06,2024-05-31,2024-06-28,3731.9700,3433.0100,-0.0801,0.1895,2813.4500,3980.5500,0.6224,PUT,3700,0.0642,2.6795,10000.0000,1.0000,632.5257,716.7929,-84.2672,0,0.0000,-84.2672,7308.5564,84.2672,644.3705
2024-07,2024-06-28,2024-07-26,3433.0100,3256.9800,-0.0513,-0.0801,3225.0000,3889.8000,0.5765,PUT,3400,0.0586,3.3380,11459.3490,1.1459,661.6971,479.0299,182.6672,0,0.0000,182.6672,7491.2236,0.0000,1441.3498
2024-08,2024-07-26,2024-08-30,3256.9800,2523.9200,-0.2251,-0.0513,2803.4500,3565.4500,0.6313,PUT,3300,0.0852,3.0703,10000.0000,1.0000,840.0788,2383.9833,-1543.9045,0,0.0000,-1543.9045,5947.3191,1543.9045,3103.1546
2024-09,2024-08-30,2024-09-27,2523.9200,2660.1900,0.0540,-0.2251,2017.7500,3397.1000,0.5991,PUT,2500,0.0612,14.1122,35618.1627,3.5618,2146.5646,0.0000,2146.5646,0,0.0000,2146.5646,8093.8837,0.0000,3413.3828
2024-10,2024-09-27,2024-10-25,2660.1900,2474.2900,-0.0699,0.0540,2149.3500,2704.0500,0.5614,PUT,2700,0.0702,3.7591,10000.0000,1.0000,691.9233,849.8684,-157.9451,0,0.0000,-157.9451,7935.9386,157.9451,898.4245
2024-11,2024-10-25,2024-11-29,2474.2900,3548.8700,0.4343,-0.0699,2309.5500,2769.4500,0.5960,PUT,2500,0.0792,4.8586,12021.7079,1.2022,939.1912,0.0000,939.1912,0,0.0000,939.1912,8875.1298,0.0000,329.8591
2024-12,2024-11-29,2024-12-27,3548.8700,3334.3200,-0.0605,0.4343,2355.6000,3691.1500,0.6788,PUT,3500,0.0677,2.8178,10000.0000,1.0000,667.1740,468.2621,198.9118,0,0.0000,198.9118,9074.0417,0.0000,527.9254
2025-01,2024-12-27,2025-01-31,3334.3200,3251.2400,-0.0249,-0.0605,3097.3000,4111.0000,0.7050,PUT,3300,0.0814,2.9991,10000.0000,1.0000,803.1576,147.6993,655.4582,0,0.0000,655.4582,9729.4999,0.0000,548.6240
2025-02,2025-01-31,2025-02-28,3251.2400,2102.3600,-0.3534,-0.0249,2911.7000,3746.6000,0.6214,PUT,3300,0.0768,3.0757,10000.0000,1.0000,757.7901,3684.6107,-2926.8205,0,0.0000,-2926.8205,6802.6794,2926.8205,3053.5438
2025-03,2025-02-28,2025-03-28,2102.3600,1910.3100,-0.0913,-0.3534,2065.7000,3439.2000,0.7227,PUT,2100,0.0791,22.6001,47513.6007,4.7514,3707.0231,4293.4939,-586.4708,0,0.0000,-586.4708,6216.2085,3513.2914,4651.5870
2025-04,2025-03-28,2025-04-25,1910.3100,1773.7000,-0.0715,-0.0913,1752.1500,2549.9000,0.6271,PUT,1900,0.0664,33.3606,63729.0533,6.3729,4167.1818,4222.3172,-55.1355,0,0.0000,-55.1355,6161.0731,3568.4268,13216.8287
2025-05,2025-04-25,2025-05-30,1773.7000,2626.7200,0.4809,-0.0715,1383.2000,1957.0000,0.6709,PUT,1800,0.0910,28.0506,49753.2994,4.9753,4466.0698,0.0000,4466.0698,0,0.0000,4466.0698,10627.1428,0.0000,474.7960
2025-06,2025-05-30,2025-06-27,2626.7200,2441.9800,-0.0703,0.4809,1729.1000,2789.9500,0.6935,PUT,2600,0.0711,3.8070,10000.0000,1.0000,701.3678,602.9813,98.3865,0,0.0000,98.3865,10725.5294,0.0000,1155.5090
2025-07,2025-06-27,2025-07-25,2441.9800,3619.6600,0.4823,-0.0703,2112.6500,2881.0000,0.6425,PUT,2400,0.0620,4.0950,10000.0000,1.0000,611.1224,0.0000,611.1224,0,0.0000,611.1224,11336.6518,0.0000,118.7389
2025-08,2025-07-25,2025-08-29,3619.6600,4389.2600,0.2126,0.4823,2373.4000,3862.2000,0.6623,PUT,3600,0.0788,2.7627,10000.0000,1.0000,776.8499,0.0000,776.8499,0,0.0000,776.8499,12113.5017,0.0000,331.0833
2025-09,2025-08-29,2025-09-26,4389.2600,3920.8700,-0.1067,0.2126,3351.6000,4957.0500,0.6937,PUT,4400,0.0779,2.2783,10000.0000,1.0000,767.8279,1092.9362,-325.1083,0,0.0000,-325.1083,11788.3934,325.1083,552.2123
2025-10,2025-09-26,2025-10-31,3920.8700,3829.7900,-0.0232,-0.1067,3820.6000,4767.8500,0.6162,PUT,3900,0.0732,3.6998,14506.4796,1.4506,1046.5324,261.8892,784.6432,0,0.0000,784.6432,12573.0366,0.0000,1142.2416
2025-11,2025-10-31,2025-11-28,3829.7900,3009.8600,-0.2141,-0.0232,3379.5000,4759.9000,0.6599,PUT,3800,0.0687,2.6111,10000.0000,1.0000,677.2078,2064.3207,-1387.1129,0,0.0000,-1387.1129,11185.9236,1387.1129,2407.9528
2025-12,2025-11-28,2025-12-26,3009.8600,2965.1600,-0.0149,-0.2141,2618.5000,3918.1500,0.6809,PUT,3000,0.0734,9.6930,29174.5719,2.9175,2110.5257,342.0153,1768.5104,0,0.0000,1768.5104,12954.4340,0.0000,1688.0757
2026-01,2025-12-26,2026-01-30,2965.1600,2731.3100,-0.0789,-0.0149,2718.6500,3448.8000,0.6078,PUT,3000,0.0814,3.3725,10000.0000,1.0000,803.2100,907.5385,-104.3285,0,0.0000,-104.3285,12850.1055,104.3285,281.7230
2026-02,2026-01-30,2026-02-27,2731.3100,2028.8000,-0.2572,-0.0789,2678.3000,3405.9000,0.5669,PUT,2700,0.0567,4.3460,11870.1638,1.1870,662.1863,2918.3309,-2256.1445,0,0.0000,-2256.1445,10593.9609,2360.4731,3557.5840
2026-03,2026-02-27,2026-03-27,2028.8000,2066.8900,0.0188,-0.2572,1734.0000,2764.8000,0.6597,PUT,2050,0.0785,19.9542,40482.9919,4.0483,3134.8305,0.0000,3134.8305,0,0.0000,3134.8305,13728.7914,0.0000,2585.0112
2026-04,2026-03-27,2026-04-24,2066.8900,2313.8600,0.1195,0.0188,1834.7000,2386.6000,0.7018,PUT,2050,0.0731,4.8382,10000.0000,1.0000,720.5888,0.0000,720.5888,0,0.0000,720.5888,14449.3802,0.0000,346.4797
2026-05,2026-04-24,2026-05-29,2313.8600,2004.0300,-0.1339,0.1195,1935.7000,2465.7500,0.5980,PUT,2300,0.0706,4.3218,10000.0000,1.0000,695.9262,1280.4172,-584.4910,0,0.0000,-584.4910,13864.8892,584.4910,754.0319
2026-06,2026-05-29,2026-06-26,2004.0300,1579.7000,-0.2117,-0.1339,1964.5000,2424.3500,0.4569,PUT,2000,0.0494,10.9909,22026.0196,2.2026,1070.5130,4622.0641,-3551.5512,0,0.0000,-3551.5512,10313.3380,4136.0422,4430.8967
2026-07,2026-06-26,2026-07-31,1579.7000,1886.9700,0.1945,-0.2117,1503.8500,2043.9000,0.5806,PUT,1600,0.0787,40.0667,63293.3455,6.3293,4912.1320,0.0000,4912.1320,0,0.0000,4912.1320,15225.4700,0.0000,1638.7948
2026-08,2026-07-31,2026-08-28,1886.9700,2496.7500,0.3232,0.1945,1518.4000,1980.0000,0.4736,PUT,1900,0.0560,5.2995,10000.0000,1.0000,551.3822,0.0000,551.3822,0,0.0000,551.3822,15776.8522,0.0000,225.1591
2026-09,2026-08-28,2026-09-25,2496.7500,2671.4100,0.0700,0.3232,1820.2500,2567.1000,0.5161,PUT,2500,0.0577,4.0052,10000.0000,1.0000,567.8610,0.0000,567.8610,0,0.0000,567.8610,16344.7132,0.0000,273.3646
