month,sell_date,expiry,side,spot,strike,settle,eth_move,iv,premium_pct,size_eth,notional,size_x,premium,payoff,pnl,cum_pnl,deficit_after,worst_intramonth_loss
2024-09,2024-08-30,2024-09-27,PUT,2523.9200,2500,2660.1900,0.0540,0.5991,0.0612,14.1122,35618.1627,3.5618,2146.5646,0.0000,2146.5646,8093.8837,0.0000,3413.3828
2024-10,2024-09-27,2024-10-25,PUT,2660.1900,2700,2474.2900,-0.0699,0.5614,0.0702,3.7591,10000.0000,1.0000,691.9233,849.8684,-157.9451,7935.9386,157.9451,898.4245
2024-11,2024-10-25,2024-11-29,PUT,2474.2900,2500,3548.8700,0.4343,0.5960,0.0792,4.8586,12021.7079,1.2022,939.1912,0.0000,939.1912,8875.1298,0.0000,329.8591
2024-12,2024-11-29,2024-12-27,PUT,3548.8700,3500,3334.3200,-0.0605,0.6788,0.0677,2.8178,10000.0000,1.0000,667.1740,468.2621,198.9118,9074.0417,0.0000,527.9254
2025-01,2024-12-27,2025-01-31,PUT,3334.3200,3300,3251.2400,-0.0249,0.7050,0.0814,2.9991,10000.0000,1.0000,803.1576,147.6993,655.4582,9729.4999,0.0000,548.6240
2025-02,2025-01-31,2025-02-28,PUT,3251.2400,3300,2102.3600,-0.3534,0.6214,0.0768,3.0757,10000.0000,1.0000,757.7901,3684.6107,-2926.8205,6802.6794,2926.8205,3053.5438
2025-03,2025-02-28,2025-03-28,PUT,2102.3600,2100,1910.3100,-0.0913,0.7227,0.0791,22.6001,47513.6007,4.7514,3707.0231,4293.4939,-586.4708,6216.2085,3513.2914,4651.5870
2025-04,2025-03-28,2025-04-25,PUT,1910.3100,1900,1773.7000,-0.0715,0.6271,0.0664,9.9298,18968.9462,1.8969,1240.3612,1256.7723,-16.4111,6199.7975,3529.7024,3933.9877
2025-05,2025-04-25,2025-05-30,PUT,1773.7000,1800,2626.7200,0.4809,0.6709,0.0910,5.7410,10182.8240,1.0183,914.0540,0.0000,914.0540,7113.8515,2615.6484,97.1748
2025-06,2025-05-30,2025-06-27,PUT,2626.7200,2600,2441.9800,-0.0703,0.6935,0.0711,3.8070,10000.0000,1.0000,701.3678,602.9813,98.3865,7212.2380,2517.2619,1155.5090
2025-07,2025-06-27,2025-07-25,PUT,2441.9800,2400,3619.6600,0.4823,0.6425,0.0620,4.0950,10000.0000,1.0000,611.1224,0.0000,611.1224,7823.3605,1906.1394,118.7389
2025-08,2025-07-25,2025-08-29,PUT,3619.6600,3600,4389.2600,0.2126,0.6623,0.0788,2.7627,10000.0000,1.0000,776.8499,0.0000,776.8499,8600.2103,1129.2896,331.0833
2025-09,2025-08-29,2025-09-26,PUT,4389.2600,4400,3920.8700,-0.1067,0.6937,0.0779,2.2783,10000.0000,1.0000,767.8279,1092.9362,-325.1083,8275.1020,1454.3979,552.2123
2025-10,2025-09-26,2025-10-31,PUT,3920.8700,3900,3829.7900,-0.0232,0.6162,0.0732,3.6998,14506.4796,1.4506,1046.5324,261.8892,784.6432,9059.7452,669.7547,1142.2416
2025-11,2025-10-31,2025-11-28,PUT,3829.7900,3800,3009.8600,-0.2141,0.6599,0.0687,2.6111,10000.0000,1.0000,677.2078,2064.3207,-1387.1129,7672.6323,2056.8676,2407.9528
2025-12,2025-11-28,2025-12-26,PUT,3009.8600,3000,2965.1600,-0.0149,0.6809,0.0734,9.6930,29174.5719,2.9175,2110.5257,342.0153,1768.5104,9441.1427,288.3572,1688.0757
2026-01,2025-12-26,2026-01-30,PUT,2965.1600,3000,2731.3100,-0.0789,0.6078,0.0814,3.3725,10000.0000,1.0000,803.2100,907.5385,-104.3285,9336.8141,392.6858,281.7230
2026-02,2026-01-30,2026-02-27,PUT,2731.3100,2700,2028.8000,-0.2572,0.5669,0.0567,4.3460,11870.1638,1.1870,662.1863,2918.3309,-2256.1445,7080.6696,2648.8303,3557.5840
2026-03,2026-02-27,2026-03-27,PUT,2028.8000,2050,2066.8900,0.0188,0.6597,0.0785,19.2901,39135.7000,3.9136,3030.5019,0.0000,3030.5019,10111.1715,0.0000,2498.9809
2026-04,2026-03-27,2026-04-24,PUT,2066.8900,2050,2313.8600,0.1195,0.7018,0.0731,4.8382,10000.0000,1.0000,720.5888,0.0000,720.5888,10831.7603,0.0000,346.4797
2026-05,2026-04-24,2026-05-29,PUT,2313.8600,2300,2004.0300,-0.1339,0.5980,0.0706,4.3218,10000.0000,1.0000,695.9262,1280.4172,-584.4910,10247.2693,584.4910,754.0319
2026-06,2026-05-29,2026-06-26,PUT,2004.0300,2000,1579.7000,-0.2117,0.4569,0.0494,10.9909,22026.0196,2.2026,1070.5130,4622.0641,-3551.5512,6695.7181,4136.0422,4430.8967
2026-07,2026-06-26,2026-07-31,PUT,1579.7000,1600,1886.9700,0.1945,0.5806,0.0787,35.2992,55762.1165,5.5762,4327.6410,0.0000,4327.6410,11023.3591,0.0000,1443.7958
2026-08,2026-07-31,2026-08-28,PUT,1886.9700,1900,2496.7500,0.3232,0.4736,0.0560,5.2995,10000.0000,1.0000,551.3822,0.0000,551.3822,11574.7413,0.0000,225.1591
2026-09,2026-08-28,2026-09-25,PUT,2496.7500,2500,2671.4100,0.0700,0.5161,0.0577,4.0052,10000.0000,1.0000,567.8610,0.0000,567.8610,12142.6023,0.0000,273.3646
