month,sell_date,expiry,spot,settle,eth_move,prev_move,prev_low,prev_high,iv,side,strike,premium_pct,size_eth,notional,size_x,premium,payoff,option_pnl,hedge_fills,hedge_pnl,pnl,cum_pnl,deficit_after,worst_intramonth_loss
2024-03,2024-02-23,2024-03-29,2933.2600,3535.7200,0.2054,0.3324,2195.1000,3037.9000,0.5539,CALL,2900,0.0738,3.4092,10000.0000,1.0000,727.3141,2169.0895,-1441.7754,0,0.0000,-1441.7754,-6443.7050,6443.7050,3379.8684
2024-04,2024-03-29,2024-04-26,3535.7200,3137.4600,-0.1126,0.2054,2906.1500,4097.0000,0.7352,CALL,3550,0.0793,2.8283,10000.0000,1.0000,781.6347,0.0000,781.6347,0,0.0000,781.6347,-5662.0702,5662.0702,241.2488
2024-05,2024-04-26,2024-05-31,3137.4600,3731.9700,0.1895,-0.1126,2801.0000,3730.0000,0.6048,CALL,3100,0.0803,3.1873,10000.0000,1.0000,791.8588,2016.0569,-1224.1981,0,0.0000,-1224.1981,-6886.2683,6886.2683,2014.7352
2024-06,2024-05-31,2024-06-28,3731.9700,3433.0100,-0.0801,0.1895,2813.4500,3980.5500,0.6224,CALL,3700,0.0728,2.6795,10000.0000,1.0000,717.3343,0.0000,717.3343,0,0.0000,717.3343,-6168.9341,6168.9341,266.5413
2024-07,2024-06-28,2024-07-26,3433.0100,3256.9800,-0.0513,-0.0801,3225.0000,3889.8000,0.5765,CALL,3400,0.0682,2.9129,10000.0000,1.0000,672.6231,0.0000,672.6231,0,0.0000,672.6231,-5496.3110,5496.3110,137.8606
2024-08,2024-07-26,2024-08-30,3256.9800,2523.9200,-0.2251,-0.0513,2803.4500,3565.4500,0.6313,CALL,3300,0.0720,3.0703,10000.0000,1.0000,709.3141,0.0000,709.3141,0,0.0000,709.3141,-4786.9969,4786.9969,200.7405
2024-09,2024-08-30,2024-09-27,2523.9200,2660.1900,0.0540,-0.2251,2017.7500,3397.1000,0.5991,CALL,2500,0.0707,3.9621,10000.0000,1.0000,696.4856,636.2683,60.2173,0,0.0000,60.2173,-4726.7796,4726.7796,140.9763
2024-10,2024-09-27,2024-10-25,2660.1900,2474.2900,-0.0699,0.0540,2149.3500,2704.0500,0.5614,CALL,2700,0.0552,3.7591,10000.0000,1.0000,543.7688,0.0000,543.7688,0,0.0000,543.7688,-4183.0108,4183.0108,173.3580
2024-11,2024-10-25,2024-11-29,2474.2900,3548.8700,0.4343,-0.0699,2309.5500,2769.4500,0.5960,CALL,2500,0.0688,4.0416,10000.0000,1.0000,678.3766,4241.2261,-3562.8495,0,0.0000,-3562.8495,-7745.8603,7745.8603,4135.7317
2024-12,2024-11-29,2024-12-27,3548.8700,3334.3200,-0.0605,0.4343,2355.6000,3691.1500,0.6788,CALL,3500,0.0815,2.8178,10000.0000,1.0000,803.5027,0.0000,803.5027,0,0.0000,803.5027,-6942.3576,6942.3576,1043.0223
2025-01,2024-12-27,2025-01-31,3334.3200,3251.2400,-0.0249,-0.0605,3097.3000,4111.0000,0.7050,CALL,3300,0.0917,2.9991,10000.0000,1.0000,905.0578,0.0000,905.0578,0,0.0000,905.0578,-6037.2998,6037.2998,707.9415
2025-02,2025-01-31,2025-02-28,3251.2400,2102.3600,-0.3534,-0.0249,2911.7000,3746.6000,0.6214,CALL,3300,0.0619,3.0757,10000.0000,1.0000,609.3163,0.0000,609.3163,0,0.0000,609.3163,-5427.9835,5427.9835,354.8546
2025-03,2025-02-28,2025-03-28,2102.3600,1910.3100,-0.0913,-0.3534,2065.7000,3439.2000,0.7227,CALL,2100,0.0802,4.7566,10000.0000,1.0000,791.3157,0.0000,791.3157,0,0.0000,791.3157,-4636.6678,4636.6678,1489.5085
2025-04,2025-03-28,2025-04-25,1910.3100,1773.7000,-0.0715,-0.0913,1752.1500,2549.9000,0.6271,CALL,1900,0.0717,5.2348,10000.0000,1.0000,707.3210,0.0000,707.3210,0,0.0000,707.3210,-3929.3467,3929.3467,118.3278
2025-05,2025-04-25,2025-05-30,1773.7000,2626.7200,0.4809,-0.0715,1383.2000,1957.0000,0.6709,CALL,1800,0.0761,5.6379,10000.0000,1.0000,750.8481,4663.2125,-3912.3644,0,0.0000,-3912.3644,-7841.7112,7841.7112,4830.4227
2025-06,2025-05-30,2025-06-27,2626.7200,2441.9800,-0.0703,0.4809,1729.1000,2789.9500,0.6935,CALL,2600,0.0813,3.8070,10000.0000,1.0000,802.0744,0.0000,802.0744,0,0.0000,802.0744,-7039.6368,7039.6368,515.0427
2025-07,2025-06-27,2025-07-25,2441.9800,3619.6600,0.4823,-0.0703,2112.6500,2881.0000,0.6425,CALL,2400,0.0792,4.0950,10000.0000,1.0000,781.3130,4996.7770,-4215.4640,0,0.0000,-4215.4640,-11255.1008,11255.1008,5206.4510
2025-08,2025-07-25,2025-08-29,3619.6600,4389.2600,0.2126,0.4823,2373.4000,3862.2000,0.6623,CALL,3600,0.0842,2.7627,10000.0000,1.0000,830.6212,2182.3000,-1351.6788,0,0.0000,-1351.6788,-12606.7795,12606.7795,2918.4952
2025-09,2025-08-29,2025-09-26,4389.2600,3920.8700,-0.1067,0.2126,3351.6000,4957.0500,0.6937,CALL,4400,0.0754,2.2783,10000.0000,1.0000,743.6038,0.0000,743.6038,0,0.0000,743.6038,-11863.1757,11863.1757,285.0109
2025-10,2025-09-26,2025-10-31,3920.8700,3829.7900,-0.0232,-0.1067,3820.6000,4767.8500,0.6162,CALL,3900,0.0785,2.5505,10000.0000,1.0000,774.1198,0.0000,774.1198,0,0.0000,774.1198,-11089.0559,11089.0559,1510.1875
2025-11,2025-10-31,2025-11-28,3829.7900,3009.8600,-0.2141,-0.0232,3379.5000,4759.9000,0.6599,CALL,3800,0.0765,2.6111,10000.0000,1.0000,754.2149,0.0000,754.2149,0,0.0000,754.2149,-10334.8411,10334.8411,140.6083
2025-12,2025-11-28,2025-12-26,3009.8600,2965.1600,-0.0149,-0.2141,2618.5000,3918.1500,0.6809,CALL,3000,0.0767,3.3224,10000.0000,1.0000,755.8441,0.0000,755.8441,0,0.0000,755.8441,-9578.9969,9578.9969,873.4777
2026-01,2025-12-26,2026-01-30,2965.1600,2731.3100,-0.0789,-0.0149,2718.6500,3448.8000,0.6078,CALL,3000,0.0697,3.3725,10000.0000,1.0000,686.8871,0.0000,686.8871,0,0.0000,686.8871,-8892.1098,8892.1098,775.8007
2026-02,2026-01-30,2026-02-27,2731.3100,2028.8000,-0.2572,-0.0789,2678.3000,3405.9000,0.5669,CALL,2700,0.0681,3.6612,10000.0000,1.0000,671.3451,0.0000,671.3451,0,0.0000,671.3451,-8220.7647,8220.7647,106.5189
2026-03,2026-02-27,2026-03-27,2028.8000,2066.8900,0.0188,-0.2572,1734.0000,2764.8000,0.6597,CALL,2050,0.0681,4.9290,10000.0000,1.0000,670.9071,84.7793,586.1277,0,0.0000,586.1277,-7634.6370,7634.6370,1067.7986
2026-04,2026-03-27,2026-04-24,2066.8900,2313.8600,0.1195,0.0188,1834.7000,2386.6000,0.7018,CALL,2050,0.0813,4.8382,10000.0000,1.0000,801.4886,1278.2832,-476.7946,0,0.0000,-476.7946,-8111.4316,8111.4316,1217.3511
2026-05,2026-04-24,2026-05-29,2313.8600,2004.0300,-0.1339,0.1195,1935.7000,2465.7500,0.5980,CALL,2300,0.0766,4.3218,10000.0000,1.0000,755.2271,0.0000,755.2271,0,0.0000,755.2271,-7356.2045,7356.2045,226.8987
2026-06,2026-05-29,2026-06-26,2004.0300,1579.7000,-0.2117,-0.1339,1964.5000,2424.3500,0.4569,CALL,2000,0.0514,4.9899,10000.0000,1.0000,505.9304,0.0000,505.9304,0,0.0000,505.9304,-6850.2742,6850.2742,154.1433
2026-07,2026-06-26,2026-07-31,1579.7000,1886.9700,0.1945,-0.2117,1503.8500,2043.9000,0.5806,CALL,1600,0.0658,6.3303,10000.0000,1.0000,648.8694,1818.4025,-1169.5331,0,0.0000,-1169.5331,-8019.8072,8019.8072,1756.6562
2026-08,2026-07-31,2026-08-28,1886.9700,2496.7500,0.3232,0.1945,1518.4000,1980.0000,0.4736,CALL,1900,0.0491,5.2995,10000.0000,1.0000,483.0202,3164.4621,-2681.4419,0,0.0000,-2681.4419,-10701.2492,10701.2492,3052.2771
2026-09,2026-08-28,2026-09-25,2496.7500,2671.4100,0.0700,0.3232,1820.2500,2567.1000,0.5161,CALL,2500,0.0564,4.0052,10000.0000,1.0000,554.9743,688.1374,-133.1631,0,0.0000,-133.1631,-10834.4123,10834.4123,682.4412
