month,sell_date,expiry,side,spot,strike,settle,eth_move,iv,premium_pct,size_eth,notional,size_x,premium,payoff,pnl,cum_pnl,deficit_after,worst_intramonth_loss
2024-09,2024-08-30,2024-09-27,CALL,2523.9200,2500,2660.1900,0.0540,0.5991,0.0707,3.9621,10000.0000,1.0000,696.4856,636.2683,60.2173,5421.4902,664.2011,140.9763
2024-10,2024-09-27,2024-10-25,PUT,2660.1900,2700,2474.2900,-0.0699,0.5614,0.0702,3.7591,10000.0000,1.0000,691.9233,849.8684,-157.9451,5263.5451,822.1462,898.4245
2024-11,2024-10-25,2024-11-29,CALL,2474.2900,2500,3548.8700,0.4343,0.5960,0.0688,4.9826,12328.2812,1.2328,836.3217,5228.7028,-4392.3810,871.1641,5214.5273,5098.6463
2024-12,2024-11-29,2024-12-27,PUT,3548.8700,3500,3334.3200,-0.0605,0.6788,0.0677,21.3689,75835.6168,7.5836,5059.5550,3551.0949,1508.4602,2379.6242,3706.0671,4003.5552
2025-01,2024-12-27,2025-01-31,CALL,3334.3200,3300,3251.2400,-0.0249,0.7050,0.0917,2.9991,10000.0000,1.0000,905.0578,0.0000,905.0578,3284.6820,2801.0093,707.9415
2025-02,2025-01-31,2025-02-28,CALL,3251.2400,3300,2102.3600,-0.3534,0.6214,0.0619,3.0757,10000.0000,1.0000,609.3163,0.0000,609.3163,3893.9983,2191.6930,354.8546
2025-03,2025-02-28,2025-03-28,CALL,2102.3600,2100,1910.3100,-0.0913,0.7227,0.0802,4.7566,10000.0000,1.0000,791.3157,0.0000,791.3157,4685.3140,1400.3773,1489.5085
2025-04,2025-03-28,2025-04-25,CALL,1910.3100,1900,1773.7000,-0.0715,0.6271,0.0717,5.2348,10000.0000,1.0000,707.3210,0.0000,707.3210,5392.6351,693.0563,118.3278
2025-05,2025-04-25,2025-05-30,CALL,1773.7000,1800,2626.7200,0.4809,0.6709,0.0761,5.6379,10000.0000,1.0000,750.8481,4663.2125,-3912.3644,1480.2706,4605.4207,4830.4227
2025-06,2025-05-30,2025-06-27,PUT,2626.7200,2600,2441.9800,-0.0703,0.6935,0.0711,25.0434,65781.9216,6.5782,4613.7323,3966.5267,647.2056,2127.4762,3958.2151,7601.1604
2025-07,2025-06-27,2025-07-25,CALL,2441.9800,2400,3619.6600,0.4823,0.6425,0.0792,4.0950,10000.0000,1.0000,781.3130,4996.7770,-4215.4640,-2087.9878,8173.6791,5206.4510
2025-08,2025-07-25,2025-08-29,PUT,3619.6600,3600,4389.2600,0.2126,0.6623,0.0788,17.7540,64263.5607,6.4264,4992.3138,0.0000,4992.3138,2904.3261,3181.3653,2127.6594
2025-09,2025-08-29,2025-09-26,PUT,4389.2600,4400,3920.8700,-0.1067,0.6937,0.0779,2.2783,10000.0000,1.0000,767.8279,1092.9362,-325.1083,2579.2178,3506.4736,552.2123
2025-10,2025-09-26,2025-10-31,CALL,3920.8700,3900,3829.7900,-0.0232,0.6162,0.0785,3.6216,14199.7156,1.4200,1099.2281,0.0000,1099.2281,3678.4458,2407.2455,2144.4234
2025-11,2025-10-31,2025-11-28,CALL,3829.7900,3800,3009.8600,-0.2141,0.6599,0.0765,2.6111,10000.0000,1.0000,754.2149,0.0000,754.2149,4432.6607,1653.0306,140.6083
2025-12,2025-11-28,2025-12-26,CALL,3009.8600,3000,2965.1600,-0.0149,0.6809,0.0767,3.3224,10000.0000,1.0000,755.8441,0.0000,755.8441,5188.5048,897.1865,873.4777
2026-01,2025-12-26,2026-01-30,CALL,2965.1600,3000,2731.3100,-0.0789,0.6078,0.0697,3.3725,10000.0000,1.0000,686.8871,0.0000,686.8871,5875.3919,210.2994,775.8007
2026-02,2026-01-30,2026-02-27,CALL,2731.3100,2700,2028.8000,-0.2572,0.5669,0.0681,3.6612,10000.0000,1.0000,671.3451,0.0000,671.3451,6546.7370,0.0000,106.5189
2026-03,2026-02-27,2026-03-27,CALL,2028.8000,2050,2066.8900,0.0188,0.6597,0.0681,4.9290,10000.0000,1.0000,670.9071,84.7793,586.1277,7132.8648,0.0000,1067.7986
2026-04,2026-03-27,2026-04-24,PUT,2066.8900,2050,2313.8600,0.1195,0.7018,0.0731,4.8382,10000.0000,1.0000,720.5888,0.0000,720.5888,7853.4536,0.0000,346.4797
2026-05,2026-04-24,2026-05-29,PUT,2313.8600,2300,2004.0300,-0.1339,0.5980,0.0706,4.3218,10000.0000,1.0000,695.9262,1280.4172,-584.4910,7268.9626,584.4910,754.0319
2026-06,2026-05-29,2026-06-26,CALL,2004.0300,2000,1579.7000,-0.2117,0.4569,0.0514,10.7547,21552.7952,2.1553,1090.4214,0.0000,1090.4214,8359.3839,0.0000,332.2218
2026-07,2026-06-26,2026-07-31,CALL,1579.7000,1600,1886.9700,0.1945,0.5806,0.0658,6.3303,10000.0000,1.0000,648.8694,1818.4025,-1169.5331,7189.8508,1169.5331,1756.6562
2026-08,2026-07-31,2026-08-28,PUT,1886.9700,1900,2496.7500,0.3232,0.4736,0.0560,16.5402,31210.9324,3.1211,1720.9153,0.0000,1720.9153,8910.7661,0.0000,702.7424
2026-09,2026-08-28,2026-09-25,PUT,2496.7500,2500,2671.4100,0.0700,0.5161,0.0577,4.0052,10000.0000,1.0000,567.8610,0.0000,567.8610,9478.6272,0.0000,273.3646
