time,open,high,low,close
2026-07-09 11:00:00+00:00,1744.75,1747.0,1739.8,1742.45
2026-07-09 12:00:00+00:00,1742.5,1745.95,1734.05,1740.65
2026-07-09 13:00:00+00:00,1740.45,1751.1,1734.15,1745.75
2026-07-09 14:00:00+00:00,1745.75,1748.55,1732.5,1741.9
2026-07-09 15:00:00+00:00,1742.05,1747.4,1736.2,1738.85
2026-07-09 16:00:00+00:00,1738.2,1742.25,1730.95,1738.05
2026-07-09 17:00:00+00:00,1738.0,1751.5,1737.35,1747.35
2026-07-09 18:00:00+00:00,1747.4,1760.0,1746.55,1750.05
2026-07-09 19:00:00+00:00,1750.5,1752.1,1746.2,1747.35
2026-07-09 20:00:00+00:00,1747.8,1749.45,1744.55,1747.9
2026-07-09 21:00:00+00:00,1747.8,1750.2,1744.15,1746.8
2026-07-09 22:00:00+00:00,1747.35,1750.2,1745.25,1746.4
2026-07-09 23:00:00+00:00,1746.4,1748.2,1741.1,1744.25
2026-07-10 00:00:00+00:00,1744.2,1745.35,1736.35,1741.6
2026-07-10 01:00:00+00:00,1742.0,1776.5,1737.15,1766.5
2026-07-10 02:00:00+00:00,1766.5,1774.25,1763.75,1772.35
2026-07-10 03:00:00+00:00,1772.25,1778.35,1768.65,1774.6
2026-07-10 04:00:00+00:00,1775.75,1779.25,1771.1,1773.15
2026-07-10 05:00:00+00:00,1773.65,1778.3,1771.6,1777.65
2026-07-10 06:00:00+00:00,1778.25,1778.95,1768.6,1769.75
2026-07-10 07:00:00+00:00,1770.25,1776.7,1767.95,1773.15
2026-07-10 08:00:00+00:00,1773.15,1788.7,1772.2,1783.75
2026-07-10 09:00:00+00:00,1783.75,1794.4,1780.65,1792.45
2026-07-10 10:00:00+00:00,1792.15,1801.9,1789.4,1796.75
2026-07-10 11:00:00+00:00,1796.65,1801.85,1794.05,1800.55
2026-07-10 12:00:00+00:00,1800.8,1806.25,1792.45,1793.5
2026-07-10 13:00:00+00:00,1793.25,1810.55,1793.0,1803.25
2026-07-10 14:00:00+00:00,1802.3,1803.8,1774.2,1784.0
2026-07-10 15:00:00+00:00,1783.8,1795.8,1783.25,1789.7
2026-07-10 16:00:00+00:00,1790.2,1798.2,1784.45,1796.8
2026-07-10 17:00:00+00:00,1796.7,1798.1,1787.25,1787.25
2026-07-10 18:00:00+00:00,1787.2,1791.8,1780.6,1784.0
2026-07-10 19:00:00+00:00,1784.1,1796.0,1783.1,1791.05
2026-07-10 20:00:00+00:00,1791.75,1793.55,1788.7,1789.5
2026-07-10 21:00:00+00:00,1789.15,1795.9,1788.75,1793.5
2026-07-10 22:00:00+00:00,1793.3,1795.95,1792.15,1794.2
2026-07-10 23:00:00+00:00,1793.85,1797.15,1791.75,1796.05
2026-07-11 00:00:00+00:00,1796.1,1796.1,1789.5,1792.65
2026-07-11 01:00:00+00:00,1792.6,1798.0,1788.15,1788.75
2026-07-11 02:00:00+00:00,1788.35,1795.3,1786.0,1794.35
2026-07-11 03:00:00+00:00,1794.85,1797.2,1792.0,1796.0
